chrom	feature	start0	end0	strand	locus_tag	gene_name	rna_type	gene_product	gene_len	SRR35996296_sense_avg_depth	SRR35996296_antisense_avg_depth	SRR35996296_sense_TPM	SRR35996296_antisense_TPM	SRR35996297_sense_avg_depth	SRR35996297_antisense_avg_depth	SRR35996297_sense_TPM	SRR35996297_antisense_TPM	SRR35996298_sense_avg_depth	SRR35996298_antisense_avg_depth	SRR35996298_sense_TPM	SRR35996298_antisense_TPM	sample_95_sense_TPM	sample_95_antisense_TPM	sample_enr_sense_TPM	sample_enr_antisense_TPM	avg_sense_TPM	avg_antisense_TPM	PacBio_sense_avg_depth	PacBio_antisense_avg_depth	PacBio_sense_TPM	PacBio_antisense_TPM	ONT_rep1_sense_avg_depth	ONT_rep1_antisense_avg_depth	ONT_rep1_sense_TPM	ONT_rep1_antisense_TPM	ONT_rep2_sense_avg_depth	ONT_rep2_antisense_avg_depth	ONT_rep2_sense_TPM	ONT_rep2_antisense_TPM	ONT_merged_sense_avg_depth	ONT_merged_antisense_avg_depth	ONT_merged_sense_TPM	ONT_merged_antisense_TPM
CP002027.1	gene	264733	265291	+	MMSYN1_0202		mRNA	methyltransferase	558	1.5986	0.0000	5.2968	0.0000	1.0627	0.0000	3.5025	0.0000	7.6219	0.0000	13.5566	0.0000	4.3996	0.0000	13.5566	0.0000	8.9781	0.0000	627.3208	86.4767	154.2039	21.2571	20.1308	2.9552	106.2289	15.5944	3.0305	1.0627	21.8944	7.6779	23.1613	4.0179	70.6316	12.2529
CP002027.1	gene	265293	266187	+	MMSYN1_0203	gmk	mRNA	guanylate kinase (GMP kinase)	894	33.6555	0.5347	111.5154	1.7716	26.9441	0.9105	88.8014	3.0008	66.8758	1.8736	118.9480	3.3325	100.1584	2.3862	118.9480	3.3325	109.5532	2.8593	803.6141	40.7796	197.5391	10.0242	37.4116	1.2327	197.4184	6.5047	30.6611	0.8971	221.5193	6.4813	68.0727	2.1298	207.5913	6.4948
CP002027.1	gene	266176	267436	+	MMSYN1_0204	sun	mRNA	ribosomal RNA small subunit methyltransferase B	1260	0.7730	0.0849	2.5613	0.2814	0.8056	0.1444	2.6549	0.4761	4.4008	1.0817	7.8274	1.9240	2.6081	0.3787	7.8274	1.9240	5.2178	1.1514	453.0952	47.5548	111.3769	11.6896	39.8405	3.3460	210.2352	17.6568	57.8683	3.2095	418.0851	23.1881	97.7087	6.5556	297.9679	19.9915
CP002027.1	gene	267439	269269	-	MMSYN1_0205	typA	mRNA	GTP-binding protein TypA/BipA	1830	193.9388	1.8126	642.6046	6.0058	202.0137	3.7344	665.7901	12.3078	326.1169	17.1678	580.0446	30.5353	654.1973	9.1568	580.0446	30.5353	617.1210	19.8460	1093.5158	70.4852	268.8009	17.3262	101.3284	1.4847	534.7025	7.8346	114.6913	6.9803	828.6184	50.4313	216.0197	8.4650	658.7634	25.8145
CP002027.1	gene	269513	270271	+	MMSYN1_0206		pseudo	PSEUDOGENE - putative lipoprotein_ authentic frameshift	758	4.6649	0.0000	15.4569	0.0000	5.5554	0.0000	18.3093	0.0000	30.0871	0.6570	53.5141	1.1686	16.8831	0.0000	53.5141	1.1686	35.1986	0.5843	1670.8417	3.7652	410.7153	0.9255	6.4459	0.2929	34.0146	1.5455	2.2388	0.0000	16.1747	0.0000	8.6847	0.2929	26.4844	0.8931
CP002027.1	gene	270333	271125	+	MMSYN1_0207		mRNA	putative liporotein	792	20.3977	0.0000	67.5866	0.0000	29.9773	0.6301	98.7981	2.0765	65.6288	0.6250	116.7300	1.1117	83.1924	1.0383	116.7300	1.1117	99.9612	1.0750	982.9710	16.0884	241.6275	3.9547	6.4179	0.4242	33.8669	2.2387	0.6414	0.0000	4.6341	0.0000	7.0593	0.4242	21.5278	1.2937
CP002027.1	gene	271253	272045	+	MMSYN1_0208		mRNA	putative liporotein	792	16.8750	0.0000	55.9143	0.0000	23.2109	0.0000	76.4976	0.0000	88.4293	0.9697	157.2839	1.7247	66.2060	0.0000	157.2839	1.7247	111.7449	0.8624	285.6566	26.5051	70.2182	6.5153	14.1919	0.1010	74.8897	0.5330	6.5518	0.0000	47.3350	0.0000	20.7437	0.1010	63.2590	0.3080
CP002027.1	gene	272098	273016	-	MMSYN1_0209	murQ	mRNA	N-acetylmuramic acid 6-phosphate etherase	918	8.3279	0.8017	27.5940	2.6565	8.9129	2.1732	29.3747	7.1624	20.0359	2.6797	35.6367	4.7663	28.4843	4.9094	35.6367	4.7663	32.0605	4.8379	314.4989	250.4804	77.3081	61.5714	6.2168	0.9444	32.8055	4.9838	6.6765	0.0033	48.2360	0.0236	12.8932	0.9477	39.3186	2.8901
CP002027.1	gene	273008	274706	-	MMSYN1_0210		mRNA	PTS system N-acetylmuramic acid-specific eiibc component (eiibc-murnac)	1698	12.1655	5.1767	40.3096	17.1526	11.9399	5.0206	39.3512	16.5468	27.1502	7.8257	48.2904	13.9191	39.8304	16.8497	48.2904	13.9191	44.0604	15.3844	380.6967	140.2232	93.5804	34.4687	7.4011	0.0000	39.0548	0.0000	5.6643	0.2444	40.9234	1.7658	13.0654	0.2444	39.8435	0.7453
CP002027.1	gene	274827	275661	-	MMSYN1_0211		mRNA	transcription regulator GntR	834	0.0000	0.4700	0.0000	1.5574	0.5348	0.8345	1.7625	2.7504	3.7158	5.0683	6.6091	9.0148	0.8812	2.1539	6.6091	9.0148	3.7452	5.5843	150.9137	30.8849	37.0966	7.5919	10.8693	2.3010	57.3565	12.1420	8.6499	1.4916	62.4934	10.7765	19.5192	3.7926	59.5248	11.5656
CP002027.1	gene	275664	275868	-	MMSYN1_0212		mRNA	conserved hypothetical protein	204	1.6373	0.0000	5.4249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0882	0.0000	0.1569	2.7125	0.0000	0.0000	0.1569	1.3562	0.0785	100.3971	22.2500	24.6789	5.4693	9.9118	7.6275	52.3036	40.2495	4.6422	0.9559	33.5385	6.9060	14.5539	8.5833	44.3830	26.1753
CP002027.1	gene	276075	277431	+	MMSYN1_0213	eno	mRNA	phosphopyruvate hydratase	1356	957.5745	0.4543	3172.8655	1.5052	865.7647	1.6165	2853.3597	5.3277	1738.9683	1.8938	3092.9986	3.3684	3013.1126	3.4164	3092.9986	3.3684	3053.0556	3.3924	15511.7987	0.1268	3813.0086	0.0312	569.5973	0.0000	3005.7227	0.0000	552.0767	0.5369	3988.6295	3.8788	1121.6740	0.5369	3420.6044	1.6372
CP002027.1	gene	277497	278319	+	MMSYN1_0214		mRNA	PAP2 superfamily domain membrane protein	822	0.9793	0.0000	3.2449	0.0000	2.0389	0.0000	6.7198	0.0000	10.1302	0.0000	18.0179	0.0000	4.9824	0.0000	18.0179	0.0000	11.5002	0.0000	67.6825	1.4355	16.6373	0.3529	32.1399	3.5547	169.5999	18.7581	5.3260	1.0718	38.4794	7.7433	37.4659	4.6265	114.2544	14.1088
CP002027.1	gene	278320	278752	+	MMSYN1_0215		mRNA	conserved hypothetical protein	432	23.7338	0.0000	78.6405	0.0000	46.0370	0.0000	151.7274	0.0000	204.7083	0.0000	364.1024	0.0000	115.1839	0.0000	364.1024	0.0000	239.6432	0.0000	376.2870	2.0509	92.4964	0.5041	253.5810	0.0000	1338.1281	0.0000	40.1528	0.0000	290.0948	0.0000	293.7338	0.0000	895.7568	0.0000
CP002027.1	gene	278757	279330	+	MMSYN1_0216	hpt_1	mRNA	hypoxanthine phosphoribosyltransferase	573	15.9965	0.0000	53.0035	0.0000	71.2112	0.0000	234.6955	0.0000	228.7661	2.3089	406.8926	4.1067	143.8495	0.0000	406.8926	4.1067	275.3710	2.0534	372.4363	17.7871	91.5498	4.3723	298.5794	0.0489	1575.5813	0.2579	175.0960	0.0017	1265.0290	0.0126	473.6754	0.0506	1444.4982	0.1543
CP002027.1	gene	279389	280163	-	MMSYN1_0217		mRNA	glycerol uptake facilitator protein	774	858.3140	25.5749	2843.9717	84.7410	835.8695	29.5969	2754.8319	97.5445	2040.9121	16.9083	3630.0480	30.0737	2799.4018	91.1428	3630.0480	30.0737	3214.7249	60.6082	7487.6344	73.6744	1840.5612	18.1102	147.5943	1.6641	778.8442	8.7812	125.1021	3.7106	903.8342	26.8082	272.6964	5.3747	831.6021	16.3904
CP002027.1	gene	280203	281721	-	MMSYN1_0218	glpK	mRNA	glycerol kinase	1518	477.3742	9.6410	1581.7507	31.9448	445.5112	11.5725	1468.3015	38.1402	1660.5369	12.6410	2953.4973	22.4837	1525.0261	35.0425	2953.4973	22.4837	2239.2617	28.7631	19241.3109	52.9671	4729.7729	13.0200	66.9921	0.0000	353.5123	0.0000	66.5639	2.7813	480.9092	20.0942	133.5560	2.7813	407.2861	8.4817
CP002027.1	gene	281737	282901	-	MMSYN1_0219	glpO	mRNA	glycerol oxydase	1164	471.4845	5.4158	1562.2357	17.9450	431.2672	9.3677	1421.3565	30.8738	1703.7199	12.9820	3030.3044	23.0902	1491.7961	24.4094	3030.3044	23.0902	2261.0503	23.7498	17906.3694	29.3952	4401.6263	7.2257	55.5550	0.0000	293.1595	0.0000	124.6151	1.4356	900.3161	10.3716	180.1701	1.4356	549.4383	4.3778
CP002027.1	gene	283235	284216	+	MMSYN1_0220	pfkA	mRNA	6-phosphofructokinase	981	358.8716	1.5260	1189.0994	5.0563	340.6198	1.3252	1122.6037	4.3675	546.2803	3.3333	971.6360	5.9288	1155.8515	4.7119	971.6360	5.9288	1063.7438	5.3203	1329.5719	4.1376	326.8266	1.0171	73.4842	0.0000	387.7706	0.0000	43.4108	0.4750	313.6333	3.4320	116.8950	0.4750	356.4775	1.4486
CP002027.1	gene	284286	285723	+	MMSYN1_0221	pyk	mRNA	pyruvate kinase	1437	287.6500	1.1002	953.1109	3.6455	272.3500	0.7557	897.6025	2.4907	961.6855	3.5407	1710.4922	6.2976	925.3567	3.0681	1710.4922	6.2976	1317.9245	4.6829	1274.1642	0.0000	313.2067	0.0000	135.5477	0.0000	715.2749	0.0000	190.4495	0.6054	1375.9550	4.3741	325.9972	0.6054	994.1458	1.8463
CP002027.1	gene	285987	287907	+	MMSYN1_0222	thrS	mRNA	threonine--tRNA ligase	1920	34.1562	0.0000	113.1747	0.0000	40.8359	0.2188	134.5858	0.7209	159.3948	0.4208	283.5060	0.7485	123.8802	0.3605	283.5060	0.7485	203.6931	0.5545	623.8005	3.5688	153.3386	0.8772	44.9948	0.0000	237.4342	0.0000	68.2516	0.0000	493.1021	0.0000	113.2464	0.0000	345.3508	0.0000
CP002027.1	gene	288389	289754	+	MMSYN1_0223		mRNA	NADH oxidase (noxase)	1365	1510.0264	0.9927	5003.3817	3.2892	1427.5084	0.1685	4704.7364	0.5553	3521.9780	2.1245	6264.3310	3.7788	4854.0590	1.9222	6264.3310	3.7788	5559.1950	2.8505	47523.9546	0.0000	11682.0268	0.0000	191.1832	0.3209	1008.8592	1.6933	119.4469	0.0725	862.9768	0.5240	310.6300	0.3934	947.2827	1.1997
CP002027.1	gene	289756	290761	+	MMSYN1_0224		mRNA	probable lipoate-protein ligase A (Lipoate--proteinligase)	1005	689.7323	16.4896	2285.3867	54.6371	800.9502	25.1592	2639.7461	82.9189	3756.4736	108.5701	6681.4143	193.1072	2462.5664	68.7780	6681.4143	193.1072	4571.9903	130.9426	59120.2209	2.8488	14532.5450	0.7003	88.4119	0.8965	466.5432	4.7309	67.9184	0.5930	490.6952	4.2845	156.3303	1.4896	476.7377	4.5425
CP002027.1	gene	290804	291917	+	MMSYN1_0225	pdhA	mRNA	pyruvate dehydrogenase (acetyl-transferring) E1 component_ alpha subunit	1113	1547.8697	1.0494	5128.7733	3.4772	1498.7987	1.0548	4939.6928	3.4764	3571.2812	10.2462	6352.0237	18.2243	5034.2330	3.4768	6352.0237	18.2243	5693.1284	10.8505	4417.7951	21.2803	1085.9534	5.2310	69.1752	0.0000	365.0324	0.0000	60.9982	0.0000	440.6983	0.0000	130.1734	0.0000	396.9707	0.0000
CP002027.1	gene	291916	292906	+	MMSYN1_0226	pdhB	mRNA	pyruvate dehydrogenase E1 component subunit beta (Scomplex_ 36 kDa subunit)	990	1472.8101	1.0424	4880.0678	3.4540	1443.2869	0.4687	4756.7385	1.5447	3225.1384	0.6283	5736.3602	1.1175	4818.4031	2.4993	5736.3602	1.1175	5277.3817	1.8084	8582.4768	15.4677	2109.6881	3.8022	65.9707	0.0000	348.1225	0.0000	45.7939	0.1626	330.8509	1.1749	111.7646	0.1626	340.8322	0.4959
CP002027.1	gene	292934	294260	+	MMSYN1_0227	pdhC	mRNA	dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	1326	1710.8643	0.0000	5668.8459	0.0000	1651.3054	0.3763	5442.3194	1.2403	3295.2232	0.6712	5861.0159	1.1938	5555.5827	0.6201	5861.0159	1.1938	5708.2993	0.9070	16339.6538	6.2919	4016.5065	1.5466	67.2142	0.0000	354.6842	0.0000	36.9404	0.1026	266.8862	0.7410	104.1546	0.1026	317.6250	0.3128
CP002027.1	gene	294278	296168	+	MMSYN1_0228	lpdA	mRNA	dihydrolipoyl dehydrogenase	1890	1605.8820	1.6175	5320.9936	5.3594	1657.2439	4.1862	5461.8913	13.7969	4410.7138	13.6868	7845.0720	24.3438	5391.4424	9.5781	7845.0720	24.3438	6618.2572	16.9610	42423.5175	4.9995	10428.2708	1.2289	97.2053	0.0000	512.9451	0.0000	50.2979	0.4566	363.3909	3.2989	147.5032	0.4566	449.8187	1.3925
CP002027.1	gene	296189	297158	+	MMSYN1_0229	pta	mRNA	phosphate acetyltransferase	969	1393.4066	1.2910	4616.9691	4.2777	1429.7606	1.5531	4712.1590	5.1188	4227.0258	11.5470	7518.3572	20.5379	4664.5640	4.6983	7518.3572	20.5379	6091.4606	12.6181	64328.0186	4.4551	15812.6916	1.0951	218.8916	0.0000	1155.0749	0.0000	63.5067	0.1713	458.8216	1.2377	282.3983	0.1713	861.1887	0.5224
CP002027.1	gene	297170	298352	+	MMSYN1_0230	ackA	mRNA	acetate kinase	1182	1062.6531	2.7547	3521.0373	9.1274	1170.6971	4.7157	3858.3460	15.5420	4256.8832	23.1159	7571.4629	41.1149	3689.6916	12.3347	7571.4629	41.1149	5630.5772	26.7248	35307.1176	5.0643	8678.9641	1.2449	491.4002	0.0000	2593.0820	0.0000	383.0787	0.2200	2767.6570	1.5892	874.4788	0.2200	2666.7695	0.6708
CP002027.1	gene	298420	300376	+	MMSYN1_0231		mRNA	putative liporotein	1956	1.9013	0.0982	6.2999	0.3252	8.1467	0.0000	26.8497	0.0000	70.1943	0.2239	124.8503	0.3983	16.5748	0.1626	124.8503	0.3983	70.7126	0.2805	555.2382	13.1161	136.4850	3.2241	16.0521	1.3620	84.7060	7.1870	9.6268	0.6968	69.5514	5.0344	25.6789	2.0588	78.3093	6.2784
CP002027.1	gene	300385	300808	+	MMSYN1_0232	coaD	mRNA	pantetheine-phosphate adenylyltransferase	423	0.0000	0.0000	0.0000	0.0000	0.8700	0.0000	2.8672	0.0000	3.0922	0.4870	5.4999	0.8662	1.4336	0.0000	5.4999	0.8662	3.4668	0.4331	1173.5225	17.5745	288.4676	4.3200	33.5508	0.0000	177.0452	0.0000	13.3783	0.0000	96.6548	0.0000	46.9291	0.0000	143.1127	0.0000
CP002027.1	gene	300901	302623	+	MMSYN1_0233	ptsP	mRNA	phosphoenolpyruvate-protein phosphotransferase	1722	99.8432	0.7619	330.8245	2.5245	119.3757	0.0790	393.4347	0.2603	435.0192	0.7189	773.7425	1.2787	362.1296	1.3924	773.7425	1.2787	567.9360	1.3356	2190.6591	9.8484	538.4935	2.4209	128.8879	0.0000	680.1319	0.0000	126.3740	0.7160	913.0235	5.1731	255.2619	0.7160	778.4347	2.1836
CP002027.1	gene	302704	303169	+	MMSYN1_0234		mRNA	PTS system glucose-specific eiicba component (eiicba-glc) (eii-glc/eiii-glc)	465	757.9699	0.0000	2511.4877	0.0000	660.8495	0.0000	2178.0064	0.0000	1548.4065	2.3570	2754.0577	4.1922	2344.7471	0.0000	2754.0577	4.1922	2549.4024	2.0961	2884.0602	6.8860	708.9408	1.6927	510.4860	0.0000	2693.7967	0.0000	652.4387	0.0409	4713.7224	0.2952	1162.9247	0.0409	3546.4005	0.1246
CP002027.1	gene	303169	303460	+	MMSYN1_0235		mRNA	conserved hypothetical protein	291	7.7560	0.0000	25.6991	0.0000	19.5086	0.0000	64.2958	0.0000	248.2405	0.0000	441.5306	0.0000	44.9974	0.0000	441.5306	0.0000	243.2640	0.0000	2529.0893	8.2165	621.6842	2.0197	573.7663	0.0000	3027.7221	0.0000	790.9278	0.0000	5714.2751	0.0000	1364.6942	0.0000	4161.7071	0.0000
CP002027.1	gene	303532	304159	+	MMSYN1_0236	dhaL	mRNA	dihydroxyacetone kinase_ L subunit	627	73.7129	0.2775	244.2433	0.9195	76.4258	0.7049	251.8818	2.3233	206.2217	0.8485	366.7941	1.5091	248.0626	1.6214	366.7941	1.5091	307.4284	1.5653	504.1946	16.8166	123.9378	4.1337	144.4179	0.1483	762.0823	0.7827	118.8118	0.1467	858.3885	1.0601	263.2297	0.2951	802.7328	0.8998
CP002027.1	gene	304166	304562	+	MMSYN1_0237		mRNA	dihydroxyacetone kinase_ phosphotransfer subunit	396	102.2576	0.0000	338.8243	0.0000	106.3308	0.6162	350.4417	2.0307	310.6944	6.7626	552.6136	12.0283	344.6330	1.0154	552.6136	12.0283	448.6233	6.5218	404.5404	37.7323	99.4415	9.2751	180.4091	3.3611	952.0053	17.7363	332.3081	1.2929	2400.8509	9.3411	512.7172	4.6540	1563.5582	14.1927
CP002027.1	gene	304606	305233	-	MMSYN1_0238	rpsD	mRNA	ribosomal protein S4	627	515.0191	0.0000	1706.4850	0.0000	625.0638	0.0000	2060.0652	0.0000	1183.2456	2.9027	2104.5680	5.1629	1883.2751	0.0000	2104.5680	5.1629	1993.9215	2.5814	1192.3573	12.3541	293.0974	3.0368	373.7783	2.3573	1972.4003	12.4391	991.7289	1.4498	7165.0173	10.4742	1365.5072	3.8070	4164.1864	11.6097
CP002027.1	gene	305487	307275	+	MMSYN1_0239		mRNA	conserved hypothetical protein	1788	0.1544	0.1152	0.5115	0.3817	0.1096	0.0000	0.3613	0.0000	0.5257	0.3294	0.9351	0.5859	0.4364	0.1909	0.9351	0.5859	0.6857	0.3884	376.5872	8.5397	92.5702	2.0992	31.8210	7.2136	167.9172	38.0659	11.4581	0.8887	82.7819	6.4207	43.2791	8.1023	131.9819	24.7085
CP002027.1	gene	307282	308470	+	MMSYN1_0240	thiI	mRNA	thiamine biosynthesis/tRNA modification protein ThiI	1188	16.7997	1.6751	55.6647	5.5503	16.5909	0.7677	54.6798	2.5301	118.4857	2.1515	210.7434	3.8268	55.1722	4.0402	210.7434	3.8268	132.9578	3.9335	352.2896	13.7264	86.5975	3.3741	39.0345	0.6641	205.9822	3.5046	41.0614	2.4840	296.6597	17.9464	80.0960	3.1481	244.2569	9.6004
CP002027.1	gene	308600	311333	+	MMSYN1_0241	ctpA	pseudo	PSEUDOGENE - carboxyl terminal peptidase activity of this gene was confirmed by Mary Brown and Ayman Alam at the University of Florida	2733	65.3154	4.0439	216.4187	13.3992	68.9396	4.7717	227.2090	15.7263	168.2338	4.2931	299.2274	7.6359	221.8138	14.5628	299.2274	7.6359	260.5206	11.0993	1308.9711	68.1811	321.7627	16.7598	127.3117	0.3139	671.8146	1.6566	228.4855	2.4918	1650.7565	18.0025	355.7973	2.8057	1085.0227	8.5562
CP002027.1	gene	311450	313136	+	MMSYN1_0242		mRNA	conserved hypothetical protein	1686	0.0000	0.0000	0.0000	0.0000	0.0000	0.1661	0.0000	0.5473	0.0902	0.0688	0.1604	0.1224	0.0000	0.2737	0.1604	0.1224	0.0802	0.1980	15.3701	138.5148	3.7782	34.0488	0.8351	4.6198	4.4068	24.3784	0.2711	0.0255	1.9583	0.1843	1.1062	4.6453	3.3733	14.1661
CP002027.1	gene	313146	315438	+	MMSYN1_0243		mRNA	putative liporotein	2292	0.0812	0.0000	0.2689	0.0000	0.0000	0.1257	0.0000	0.4141	1.1610	0.3503	2.0650	0.6231	0.1344	0.2071	2.0650	0.6231	1.0997	0.4151	11.6942	9.6863	2.8746	2.3810	0.4241	0.4660	2.2379	2.4589	0.3748	0.0000	2.7077	0.0000	0.7989	0.4660	2.4362	1.4210
CP002027.1	gene	315500	317768	+	MMSYN1_0244		mRNA	putative liporotein	2268	0.3796	0.0000	1.2579	0.0000	0.7954	0.0000	2.6215	0.0000	5.1720	0.0317	9.1991	0.0565	1.9397	0.0000	9.1991	0.0565	5.5694	0.0282	72.2390	5.6856	17.7573	1.3976	1.9722	0.0608	10.4073	0.3211	0.6173	0.0000	4.4597	0.0000	2.5895	0.0608	7.8968	0.1856
CP002027.1	gene	318241	320383	+	MMSYN1_0245		mRNA	putative membrane protein	2142	65.6172	0.0000	217.4186	0.0000	78.2913	0.9132	258.0300	3.0096	109.8922	1.1246	195.4586	2.0003	237.7243	1.5048	195.4586	2.0003	216.5914	1.7526	1704.2194	4.9613	418.9200	1.2195	88.8786	0.4692	469.0058	2.4759	56.9346	0.0000	411.3399	0.0000	145.8133	0.4692	444.6653	1.4308
CP002027.1	gene	320409	323316	-	MMSYN1_0246		mRNA	E1-E2 ATPase subfamily_ putative	2907	71.1720	0.2552	235.8241	0.8457	78.0361	0.0000	257.1889	0.0000	203.8136	0.3492	362.5109	0.6210	246.5065	0.4229	362.5109	0.6210	304.5087	0.5219	10469.2264	8.0980	2573.4766	1.9906	106.2425	0.6925	560.6338	3.6541	105.4733	0.9704	762.0211	7.0110	211.7159	1.6629	645.6387	5.0710
CP002027.1	gene	323324	323915	-	MMSYN1_0247	ysxC	mRNA	ribosome biogenesis GTP-binding protein YsxC	591	2.9086	0.0000	9.6376	0.0000	16.4433	0.0000	54.1934	0.0000	97.3875	0.0000	173.2173	0.0000	31.9155	0.0000	173.2173	0.0000	102.5664	0.0000	1060.5110	1.6616	260.6879	0.4084	29.6565	2.0389	156.4952	10.7592	23.9966	0.0000	173.3701	0.0000	53.6531	2.0389	163.6181	6.2178
CP002027.1	gene	323908	324469	-	MMSYN1_0248		mRNA	conserved hypothetical protein	561	0.0000	0.0000	0.0000	0.0000	0.2888	0.0000	0.9517	0.0000	7.5312	0.0000	13.3953	0.0000	0.4759	0.0000	13.3953	0.0000	6.9356	0.0000	195.0107	0.0000	47.9363	0.0000	20.1569	2.3102	106.3663	12.1905	19.6524	0.0000	141.9842	0.0000	39.8093	2.3102	121.4005	7.0450
CP002027.1	gene	324470	325049	-	MMSYN1_0249		mRNA	conserved hypothetical protein	579	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2228	0.4421	2.1749	0.7864	0.0000	0.0000	2.1749	0.7864	1.0875	0.3932	45.4318	0.0000	11.1677	0.0000	19.3782	1.5199	102.2575	8.0202	30.8377	0.0000	222.7951	0.0000	50.2159	1.5199	153.1360	4.6349
CP002027.1	gene	325051	325741	-	MMSYN1_0250		mRNA	conserved hypothetical protein	690	0.0000	0.0000	0.0000	0.0000	0.7014	0.0000	2.3118	0.0000	0.0000	0.0000	0.0000	0.0000	1.1559	0.0000	0.0000	0.0000	0.5780	0.0000	58.9072	1.8696	14.4802	0.4596	27.0710	0.7319	142.8517	3.8621	14.8406	0.7348	107.2198	5.3086	41.9116	1.4667	127.8116	4.4727
CP002027.1	gene	325822	326515	+	MMSYN1_0251		mRNA	conserved hypothetical protein	693	0.0000	2.3838	0.0000	7.8987	0.0000	3.1126	0.0000	10.2583	0.2063	7.5815	0.3670	13.4848	0.0000	9.0785	0.3670	13.4848	0.1835	11.2816	21.5758	372.0880	5.3036	91.4642	11.7980	19.0808	62.2571	100.6880	11.1616	12.9466	80.6402	93.5363	22.9596	32.0274	70.0165	97.6693
CP002027.1	gene	326515	327238	-	MMSYN1_0252		mRNA	oxidoreductase	723	41.0595	0.0000	136.0481	0.0000	51.7427	2.3693	170.5321	7.8086	115.9046	10.0277	206.1525	17.8356	153.2901	3.9043	206.1525	17.8356	179.7213	10.8700	779.9945	21.3430	191.7331	5.2464	45.3638	9.7580	239.3812	51.4920	41.1245	16.3084	297.1151	117.8248	86.4882	26.0664	263.7505	79.4908
CP002027.1	gene	327282	327756	-	MMSYN1_0253		mRNA	transcription elongation factor GreA	474	473.7658	0.0000	1569.7946	0.0000	464.3903	0.0000	1530.5226	0.0000	479.2068	6.0844	852.3363	10.8219	1550.1586	0.0000	852.3363	10.8219	1201.2475	5.4110	827.6835	8.8819	203.4557	2.1833	224.7511	3.7954	1185.9946	20.0278	111.1414	4.0886	802.9712	29.5393	335.8924	7.8840	1024.3217	24.0426
CP002027.1	gene	327878	329633	-	MMSYN1_0254	uvrC	mRNA	excinuclease ABC subunit C	1755	0.4467	0.0000	1.4802	0.0000	0.4809	0.3692	1.5850	1.2169	6.7966	0.3863	12.0887	0.6871	1.5326	0.6084	12.0887	0.6871	6.8106	0.6478	535.4661	8.9761	131.6248	2.2064	34.0330	1.5755	179.5899	8.3138	34.8900	0.2667	252.0726	1.9266	68.9231	1.8422	210.1846	5.6178
CP002027.1	gene	329642	330704	-	MMSYN1_0255		mRNA	conserved hypothetical protein	1062	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.8531	0.0000	3.2960	0.0000	0.0000	0.0000	3.2960	0.0000	1.6480	0.0000	329.4341	11.6798	80.9793	2.8711	17.8437	1.5452	94.1598	8.1539	10.5198	1.3484	76.0030	9.7419	28.3635	2.8936	86.4959	8.8242
CP002027.1	gene	330769	332392	-	MMSYN1_0256		mRNA	Amino acid permease superfamily protein	1623	18.6876	0.5650	61.9203	1.8721	20.8330	0.1282	68.6608	0.4224	262.5866	0.5163	467.0470	0.9184	65.2906	1.1472	467.0470	0.9184	266.1688	1.0328	12115.6266	8.9002	2978.1839	2.1878	144.6229	0.0043	763.1644	0.0228	162.7924	0.8669	1176.1381	6.2633	307.4153	0.8712	937.4792	2.6569
CP002027.1	gene	332497	334249	-	MMSYN1_0257		mRNA	hydrolase	1752	74.3185	0.2854	246.2499	0.9456	76.7865	0.6530	253.0706	2.1520	337.4024	0.7991	600.1174	1.4213	249.6602	1.5488	600.1174	1.4213	424.8888	1.4851	2645.8630	6.8944	650.3887	1.6947	102.9115	0.0000	543.0565	0.0000	112.4909	0.9909	812.7211	7.1588	215.4024	0.9909	656.8810	3.0217
CP002027.1	gene	334374	335094	-	MMSYN1_0258		mRNA	oxidoreductase	720	51.5972	0.0000	170.9643	0.0000	60.1319	0.6903	198.1809	2.2750	191.7458	3.2014	341.0468	5.6941	184.5726	1.1375	341.0468	5.6941	262.8097	3.4158	75.1833	0.7486	18.4811	0.1840	36.4000	0.0000	192.0801	0.0000	53.7875	0.5931	388.6025	4.2847	90.1875	0.5931	275.0316	1.8086
CP002027.1	gene	335105	335903	-	MMSYN1_0259		mRNA	NAD(+)/nadh kinase_ putative	798	22.7920	0.0000	75.5199	0.0000	25.5188	0.0000	84.1040	0.0000	73.8033	0.6253	131.2694	1.1122	79.8119	0.0000	131.2694	1.1122	105.5407	0.5561	235.8935	2.5263	57.9858	0.6210	36.4486	0.0000	192.3367	0.0000	32.0313	0.4148	231.4191	2.9967	68.4799	0.4148	208.8332	1.2649
CP002027.1	gene	336013	338632	-	MMSYN1_0260	valS	mRNA	valine--tRNA ligase	2619	14.6984	0.0000	48.7021	0.0000	18.9893	0.0000	62.5844	0.0000	115.0412	0.3169	204.6169	0.5637	55.6432	0.0000	204.6169	0.5637	130.1301	0.2818	6668.2967	8.8385	1639.1570	2.1726	51.1875	0.0397	270.1125	0.2095	81.9672	0.0000	592.1943	0.0000	133.1546	0.0397	406.0621	0.1211
